Engine_Supplier_Region,Engine_Transport_Mode,Is_Critical_Engine,Transmission_Supplier_Region,Transmission_Transport_Mode,Is_Critical_Transmission,Brake_System_Supplier_Region,Brake_System_Transport_Mode,Is_Critical_Brake_System,Suspension_Supplier_Region,Suspension_Transport_Mode,Is_Critical_Suspension,Infotainment_Supplier_Region,Infotainment_Transport_Mode,Is_Critical_Infotainment,Car_Delayed,Engine_Delayed_Flag,Transmission_Delayed_Flag,Brake_System_Delayed_Flag,Suspension_Delayed_Flag,Infotainment_Delayed_Flag,Any_Critical_Part_Delayed,Order_Urgency,Holiday_Proximity,Weather_Condition_On_Delivery,Strike_Notice,Production_Shift,Total_Parts_Delayed,Route_Type,Distance_KM,Traffic_Level,Supplier_Performance_Score,Contract_Penalty_Per_Day,Engine_Supplier_Group,Transmission_Supplier_Group,Brake_System_Supplier_Group,Suspension_Supplier_Group,Infotainment_Supplier_Group,Engine_Reliability_Score,Transmission_Reliability_Score,Brake_System_Reliability_Score,Suspension_Reliability_Score,Infotainment_Reliability_Score,Traffic_Severity_Index,Month_Scheduled,Quarter_Scheduled,Sum_Critical_Parts_Delayed
SOUTH,ROAD,1,SOUTH,SEA,0,EAST,ROAD,0,NORTH,AIR,1,EAST,AIR,1,1,1,0,0,1,1,1,MEDIUM,0,STORM,0,MORNING,3,MIXED,162.70626290435683,LOW,0.07,250,SOUTH_ROAD,SOUTH_SEA,EAST_ROAD,NORTH_AIR,EAST_AIR,0.3214285714285714,0.3163265306122449,0.2602739726027397,0.3116883116883117,0.2988505747126437,1.0,2,1,3
EAST,SEA,1,EAST,SEA,0,EAST,SEA,1,NORTH,ROAD,1,NORTH,ROAD,1,1,1,1,1,0,1,1,HIGH,0,CLEAR,0,NIGHT,4,MIXED,180.09413014397035,HIGH,0.45,100,EAST_SEA,EAST_SEA,EAST_SEA,NORTH_ROAD,NORTH_ROAD,0.2435897435897435,0.3424657534246575,0.2602739726027397,0.2688172043010752,0.3103448275862069,1.5,2,1,3
NORTH,SEA,1,WEST,AIR,1,SOUTH,SEA,0,EAST,AIR,1,NORTH,ROAD,0,1,1,1,1,1,1,1,LOW,0,CLEAR,0,EVENING,5,URBAN,97.29208414965434,MODERATE,0.45,500,NORTH_SEA,WEST_AIR,SOUTH_SEA,EAST_AIR,NORTH_ROAD,0.2894736842105263,0.2790697674418604,0.2826086956521739,0.2528735632183908,0.3103448275862069,1.2,2,1,3
SOUTH,SEA,0,SOUTH,AIR,0,WEST,AIR,0,SOUTH,ROAD,1,WEST,SEA,0,1,1,0,0,1,0,1,HIGH,0,CLEAR,0,EVENING,2,MIXED,76.29544135364895,HIGH,0.39,250,SOUTH_SEA,SOUTH_AIR,WEST_AIR,SOUTH_ROAD,WEST_SEA,0.3164556962025316,0.3,0.2842105263157894,0.2244897959183673,0.4,1.5,2,1,1
NORTH,ROAD,1,SOUTH,ROAD,1,WEST,SEA,0,EAST,ROAD,0,EAST,SEA,0,0,1,0,1,1,1,1,MEDIUM,0,RAIN,0,MORNING,4,RURAL,292.4177862530047,MODERATE,0.57,100,NORTH_ROAD,SOUTH_ROAD,WEST_SEA,EAST_ROAD,EAST_SEA,0.2926829268292683,0.3055555555555556,0.35,0.2647058823529412,0.2988505747126437,1.2,2,1,1
EAST,ROAD,1,SOUTH,SEA,1,SOUTH,SEA,0,NORTH,ROAD,0,EAST,SEA,0,1,1,1,1,1,1,1,HIGH,0,CLEAR,0,MORNING,5,MIXED,58.56302841339723,MODERATE,0.5,250,EAST_ROAD,SOUTH_SEA,SOUTH_SEA,NORTH_ROAD,EAST_SEA,0.3026315789473684,0.3163265306122449,0.2826086956521739,0.2688172043010752,0.2988505747126437,1.2,2,1,2
WEST,SEA,1,SOUTH,SEA,1,SOUTH,ROAD,0,WEST,AIR,1,SOUTH,AIR,0,1,1,0,0,0,1,1,MEDIUM,0,CLEAR,0,EVENING,2,RURAL,175.3564107280956,HIGH,0.15,250,WEST_SEA,SOUTH_SEA,SOUTH_ROAD,WEST_AIR,SOUTH_AIR,0.2435897435897435,0.3163265306122449,0.2888888888888888,0.3218390804597701,0.3375,1.5,2,1,1
WEST,SEA,0,WEST,AIR,1,SOUTH,AIR,0,EAST,AIR,1,NORTH,ROAD,0,0,1,0,0,0,0,0,HIGH,0,CLEAR,0,EVENING,1,MIXED,56.23592885755882,HIGH,0.92,100,WEST_SEA,WEST_AIR,SOUTH_AIR,EAST_AIR,NORTH_ROAD,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2528735632183908,0.3103448275862069,1.5,2,1,0
WEST,AIR,1,NORTH,ROAD,0,EAST,SEA,1,SOUTH,SEA,0,WEST,AIR,0,0,1,1,0,1,0,1,MEDIUM,0,RAIN,0,MORNING,3,URBAN,29.9088497637642,HIGH,0.93,100,WEST_AIR,NORTH_ROAD,EAST_SEA,SOUTH_SEA,WEST_AIR,0.3461538461538461,0.3291139240506329,0.2602739726027397,0.2183908045977011,0.3409090909090909,1.5,2,1,1
NORTH,ROAD,1,SOUTH,SEA,0,WEST,ROAD,1,SOUTH,AIR,1,EAST,SEA,1,0,0,0,0,0,0,0,HIGH,1,SNOW,0,MORNING,0,MIXED,54.55805895452553,MODERATE,0.61,250,NORTH_ROAD,SOUTH_SEA,WEST_ROAD,SOUTH_AIR,EAST_SEA,0.2926829268292683,0.3163265306122449,0.2717391304347826,0.2891566265060241,0.2988505747126437,1.2,2,1,0
WEST,SEA,1,SOUTH,AIR,0,WEST,SEA,0,SOUTH,ROAD,1,SOUTH,SEA,1,1,1,1,0,1,1,1,LOW,0,CLEAR,0,MORNING,4,URBAN,13.885636221731051,MODERATE,0.37,250,WEST_SEA,SOUTH_SEA,WEST_SEA,SOUTH_ROAD,SOUTH_SEA,0.2435897435897435,0.3,0.35,0.2244897959183673,0.3452380952380952,1.2,2,1,3
NORTH,AIR,1,WEST,ROAD,0,SOUTH,AIR,0,EAST,SEA,1,EAST,SEA,1,1,1,1,0,0,1,1,MEDIUM,0,RAIN,0,EVENING,3,MIXED,133.1339771198025,LOW,0.61,250,NORTH_AIR,WEST_ROAD,SOUTH_AIR,EAST_SEA,EAST_SEA,0.3857142857142857,0.2790697674418604,0.2602739726027397,0.2391304347826087,0.2988505747126437,1.0,2,1,2
SOUTH,ROAD,1,NORTH,ROAD,0,WEST,AIR,0,SOUTH,SEA,0,EAST,ROAD,0,0,1,1,0,0,1,1,MEDIUM,0,CLEAR,1,NIGHT,3,MIXED,88.89451382986607,LOW,0.89,100,SOUTH_ROAD,NORTH_ROAD,WEST_AIR,SOUTH_SEA,EAST_ROAD,0.3214285714285714,0.3291139240506329,0.2842105263157894,0.2183908045977011,0.2988505747126437,1.0,2,1,1
EAST,AIR,1,WEST,AIR,1,EAST,ROAD,0,SOUTH,AIR,1,SOUTH,ROAD,1,1,1,1,0,0,0,1,MEDIUM,0,CLEAR,0,MORNING,2,URBAN,47.13596567637614,MODERATE,0.42,500,EAST_AIR,WEST_AIR,EAST_ROAD,SOUTH_AIR,SOUTH_ROAD,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2891566265060241,0.2988505747126437,1.2,2,1,2
EAST,SEA,1,NORTH,AIR,0,SOUTH,SEA,1,SOUTH,SEA,1,WEST,AIR,1,1,1,1,1,0,0,1,MEDIUM,0,STORM,0,MORNING,3,RURAL,293.46671139370085,LOW,0.59,100,EAST_SEA,NORTH_AIR,SOUTH_SEA,SOUTH_SEA,WEST_AIR,0.2435897435897435,0.2790697674418604,0.2826086956521739,0.2183908045977011,0.3409090909090909,1.0,2,1,2
SOUTH,AIR,0,SOUTH,AIR,1,WEST,AIR,0,WEST,AIR,1,WEST,AIR,1,1,0,1,1,0,1,1,HIGH,0,CLEAR,0,EVENING,3,MIXED,145.4266047062349,HIGH,0.77,250,SOUTH_AIR,SOUTH_AIR,WEST_AIR,WEST_AIR,WEST_AIR,0.2702702702702703,0.3,0.2842105263157894,0.3218390804597701,0.3409090909090909,1.5,2,1,2
WEST,AIR,1,SOUTH,SEA,1,NORTH,ROAD,0,WEST,SEA,0,SOUTH,AIR,1,1,0,0,0,1,1,1,MEDIUM,0,CLEAR,0,EVENING,2,RURAL,404.9717370065646,MODERATE,0.65,250,WEST_AIR,SOUTH_SEA,NORTH_ROAD,WEST_SEA,SOUTH_AIR,0.3461538461538461,0.3,0.3289473684210526,0.2352941176470588,0.3375,1.2,2,1,1
WEST,ROAD,1,SOUTH,AIR,0,EAST,SEA,1,NORTH,ROAD,0,NORTH,AIR,1,1,1,1,0,0,1,1,LOW,0,CLEAR,0,EVENING,3,URBAN,66.98362380346201,MODERATE,0.02,250,WEST_ROAD,SOUTH_SEA,EAST_SEA,NORTH_ROAD,NORTH_AIR,0.2435897435897435,0.3,0.2602739726027397,0.2688172043010752,0.325,1.2,2,1,2
WEST,ROAD,0,EAST,AIR,1,WEST,AIR,1,NORTH,SEA,0,WEST,ROAD,1,0,1,1,0,1,1,1,MEDIUM,0,STORM,0,NIGHT,4,URBAN,59.2027671442663,MODERATE,0.69,100,WEST_ROAD,SOUTH_SEA,WEST_AIR,NORTH_SEA,WEST_ROAD,0.2435897435897435,0.3,0.2842105263157894,0.1969696969696969,0.3555555555555555,1.2,2,1,2
NORTH,AIR,0,EAST,ROAD,1,WEST,AIR,0,EAST,SEA,1,WEST,SEA,0,0,1,0,0,1,0,1,MEDIUM,0,RAIN,0,EVENING,2,RURAL,210.86333722682056,LOW,0.51,750,NORTH_AIR,EAST_ROAD,WEST_AIR,EAST_SEA,WEST_SEA,0.3857142857142857,0.2790697674418604,0.2842105263157894,0.2391304347826087,0.4,1.0,2,1,1
WEST,AIR,0,SOUTH,ROAD,1,EAST,AIR,0,WEST,AIR,1,SOUTH,SEA,0,0,1,1,0,0,1,1,MEDIUM,0,CLEAR,0,EVENING,3,RURAL,322.29724975681216,LOW,0.68,100,WEST_SEA,SOUTH_ROAD,EAST_AIR,WEST_AIR,SOUTH_SEA,0.2926829268292683,0.3055555555555556,0.3835616438356164,0.3218390804597701,0.3452380952380952,1.0,2,1,1
SOUTH,ROAD,1,WEST,SEA,1,EAST,ROAD,1,SOUTH,SEA,1,SOUTH,AIR,1,0,1,0,1,1,0,1,LOW,1,RAIN,0,EVENING,3,URBAN,58.601072314405954,LOW,0.91,250,SOUTH_ROAD,WEST_SEA,EAST_ROAD,SOUTH_SEA,SOUTH_AIR,0.3214285714285714,0.2839506172839506,0.2602739726027397,0.2183908045977011,0.3375,1.0,2,1,3
SOUTH,SEA,1,SOUTH,AIR,0,SOUTH,ROAD,0,NORTH,AIR,1,EAST,AIR,1,0,1,1,1,1,0,1,MEDIUM,0,RAIN,0,MORNING,4,MIXED,61.78677457325311,LOW,0.76,250,SOUTH_SEA,SOUTH_AIR,SOUTH_ROAD,NORTH_AIR,EAST_AIR,0.3164556962025316,0.3,0.2888888888888888,0.3116883116883117,0.2988505747126437,1.0,2,1,2
EAST,SEA,1,SOUTH,SEA,0,WEST,ROAD,0,NORTH,ROAD,0,NORTH,AIR,1,1,1,1,0,1,1,1,MEDIUM,0,CLEAR,0,EVENING,4,RURAL,175.72386156550442,MODERATE,0.58,100,WEST_SEA,SOUTH_SEA,WEST_ROAD,NORTH_ROAD,NORTH_AIR,0.2926829268292683,0.3163265306122449,0.2717391304347826,0.2688172043010752,0.325,1.2,2,1,2
EAST,ROAD,1,SOUTH,ROAD,1,NORTH,ROAD,1,EAST,AIR,0,NORTH,AIR,0,1,1,0,1,0,0,1,MEDIUM,0,CLEAR,0,MORNING,2,RURAL,182.54672393809625,MODERATE,0.37,750,EAST _ROAD,SOUTH_SEA,NORTH_ROAD,EAST_AIR,NORTH_AIR,0.3857142857142857,0.3,0.3289473684210526,0.2528735632183908,0.325,1.2,2,1,2
NORTH,AIR,1,NORTH,SEA,1,WEST,SEA,1,NORTH,AIR,0,WEST,ROAD,0,1,1,1,0,0,0,1,LOW,0,RAIN,0,NIGHT,2,URBAN,88.46052099329815,MODERATE,0.41,250,NORTH_AIR,NORTH_SEA,WEST_SEA,NORTH_AIR,WEST_ROAD,0.3857142857142857,0.4375,0.35,0.3116883116883117,0.3555555555555555,1.2,2,1,2
WEST,SEA,0,SOUTH,SEA,1,NORTH,AIR,0,EAST,SEA,1,WEST,ROAD,0,0,0,0,1,1,1,1,HIGH,0,RAIN,0,MORNING,3,MIXED,88.97198131175513,MODERATE,0.65,500,WEST_SEA,SOUTH_SEA,NORTH_AIR,EAST_SEA,WEST_ROAD,0.2435897435897435,0.3,0.2602739726027397,0.2391304347826087,0.3555555555555555,1.2,2,1,1
EAST,AIR,0,EAST,AIR,0,NORTH,SEA,0,EAST,SEA,1,EAST,SEA,0,0,0,0,0,1,1,1,LOW,0,CLEAR,0,MORNING,2,URBAN,22.1818674049917,MODERATE,0.86,100,EAST_AIR,EAST_AIR,NORTH_SEA,EAST_SEA,EAST_SEA,0.2435897435897435,0.3285714285714285,0.2738095238095238,0.2391304347826087,0.2988505747126437,1.2,2,1,1
NORTH,SEA,1,NORTH,ROAD,1,EAST,ROAD,0,EAST,ROAD,0,WEST,SEA,0,0,0,1,0,0,0,1,MEDIUM,0,CLEAR,0,MORNING,1,RURAL,400.7131858219388,MODERATE,0.85,750,NORTH_SEA,NORTH_ROAD,EAST_ROAD,EAST_ROAD,WEST_SEA,0.2894736842105263,0.3291139240506329,0.2602739726027397,0.2647058823529412,0.4,1.2,2,1,1
EAST,ROAD,1,NORTH,ROAD,1,SOUTH,AIR,1,SOUTH,ROAD,1,SOUTH,SEA,1,0,1,1,0,0,1,1,HIGH,1,CLEAR,0,EVENING,3,MIXED,94.6023511058826,LOW,0.84,750,EAST_ROAD,NORTH_ROAD,SOUTH_AIR,SOUTH_ROAD,SOUTH_SEA,0.3026315789473684,0.3291139240506329,0.2602739726027397,0.2244897959183673,0.3452380952380952,1.0,2,1,3
WEST,SEA,1,WEST,AIR,1,SOUTH,SEA,0,WEST,SEA,1,WEST,ROAD,0,0,0,0,0,1,1,1,MEDIUM,0,RAIN,0,MORNING,2,RURAL,470.4209041558146,LOW,0.93,250,WEST_SEA,SOUTH_SEA,SOUTH_SEA,WEST_SEA,WEST_ROAD,0.2435897435897435,0.3,0.2826086956521739,0.2352941176470588,0.3555555555555555,1.0,2,1,1
SOUTH,ROAD,1,WEST,AIR,0,SOUTH,ROAD,1,SOUTH,ROAD,0,NORTH,ROAD,1,1,1,1,0,1,0,1,MEDIUM,1,RAIN,0,MORNING,3,RURAL,187.3075606077968,HIGH,0.68,100,SOUTH_ROAD,WEST_AIR,SOUTH_ROAD,SOUTH_ROAD,NORTH_ROAD,0.3214285714285714,0.2790697674418604,0.2888888888888888,0.2244897959183673,0.3103448275862069,1.5,2,1,1
WEST,SEA,0,EAST,SEA,1,NORTH,AIR,0,EAST,SEA,1,WEST,ROAD,0,0,0,0,1,1,1,1,HIGH,0,RAIN,0,MORNING,3,RURAL,171.92862120937409,LOW,0.8,1000,WEST_SEA,EAST_SEA,NORTH_AIR,EAST_SEA,WEST_ROAD,0.2435897435897435,0.3424657534246575,0.2602739726027397,0.2391304347826087,0.3555555555555555,1.0,2,1,1
EAST,AIR,1,WEST,SEA,0,NORTH,ROAD,0,SOUTH,ROAD,1,WEST,AIR,1,0,1,0,1,1,0,1,MEDIUM,0,CLEAR,0,MORNING,3,RURAL,332.3352920452148,LOW,0.86,750,EAST_AIR,WEST_SEA,NORTH_ROAD,SOUTH_ROAD,WEST_AIR,0.2435897435897435,0.2839506172839506,0.3289473684210526,0.2244897959183673,0.3409090909090909,1.0,2,1,2
EAST,SEA,1,WEST,AIR,0,WEST,SEA,0,SOUTH,ROAD,0,SOUTH,ROAD,1,0,0,0,0,1,0,0,LOW,1,CLEAR,0,NIGHT,1,URBAN,10.289643724385082,MODERATE,0.53,750,EAST_SEA,WEST_AIR,WEST_SEA,SOUTH_ROAD,SOUTH_ROAD,0.2435897435897435,0.2790697674418604,0.35,0.2244897959183673,0.2988505747126437,1.2,2,1,0
EAST,SEA,1,NORTH,ROAD,0,WEST,SEA,1,NORTH,ROAD,1,SOUTH,ROAD,1,1,0,0,1,1,1,1,MEDIUM,0,CLEAR,0,EVENING,3,RURAL,234.2424491413768,LOW,1.82,250,EAST_SEA,NORTH_ROAD,WEST_SEA,NORTH_ROAD,SOUTH_ROAD,0.2435897435897435,0.3291139240506329,0.35,0.2688172043010752,0.2988505747126437,1.0,2,1,3
SOUTH,ROAD,0,SOUTH,SEA,1,NORTH,SEA,1,WEST,SEA,1,EAST,ROAD,1,1,1,1,0,1,0,1,MEDIUM,0,CLEAR,0,NIGHT,3,URBAN,31.11778736699081,MODERATE,0.0,100,SOUTH_ROAD,SOUTH_SEA,NORTH_SEA,WEST_SEA,EAST_ROAD,0.3214285714285714,0.3163265306122449,0.2738095238095238,0.2352941176470588,0.2988505747126437,1.2,2,1,2
SOUTH,AIR,0,NORTH,ROAD,0,SOUTH,ROAD,0,NORTH,ROAD,0,EAST,SEA,0,0,0,1,1,0,0,0,MEDIUM,0,CLEAR,0,EVENING,2,RURAL,480.0765432106477,LOW,0.65,250,SOUTH_AIR,NORTH_ROAD,SOUTH_ROAD,NORTH_ROAD,EAST_SEA,0.2702702702702703,0.3291139240506329,0.2888888888888888,0.2688172043010752,0.2988505747126437,1.0,2,1,0
WEST,ROAD,0,SOUTH,ROAD,1,WEST,ROAD,1,WEST,SEA,1,NORTH,SEA,1,1,1,0,1,1,0,1,LOW,0,CLEAR,0,EVENING,3,URBAN,37.50437939411934,MODERATE,0.0,100,WEST_ROAD,SOUTH_ROAD,WEST_ROAD,WEST_SEA,NORTH_SEA,0.2435897435897435,0.3055555555555556,0.2717391304347826,0.2352941176470588,0.3246753246753247,1.2,2,1,2
SOUTH,SEA,0,NORTH,SEA,1,EAST,ROAD,1,EAST,SEA,1,WEST,ROAD,0,1,0,1,1,0,1,1,LOW,0,CLEAR,0,EVENING,3,URBAN,83.42498124915559,HIGH,0.57,100,SOUTH_SEA,NORTH_SEA,EAST_ROAD,EAST_SEA,WEST_ROAD,0.3164556962025316,0.4375,0.2602739726027397,0.2391304347826087,0.3555555555555555,1.5,2,1,2
WEST,SEA,1,WEST,AIR,1,WEST,AIR,1,NORTH,AIR,0,EAST,SEA,0,0,0,0,1,0,0,1,LOW,0,STORM,0,EVENING,1,URBAN,23.39992452992002,LOW,0.91,500,WEST_SEA,WEST_AIR,WEST_AIR,NORTH_AIR,EAST_SEA,0.2435897435897435,0.2790697674418604,0.2842105263157894,0.3116883116883117,0.2988505747126437,1.0,2,1,1
WEST,ROAD,1,SOUTH,SEA,0,WEST,ROAD,0,EAST,AIR,1,EAST,SEA,0,1,1,0,0,0,1,1,MEDIUM,1,CLEAR,0,MORNING,2,RURAL,350.1552949295153,MODERATE,0.13,100,WEST_ROAD,SOUTH_SEA,WEST_ROAD,EAST_AIR,EAST_SEA,0.2435897435897435,0.3163265306122449,0.2717391304347826,0.2528735632183908,0.2988505747126437,1.2,2,1,1
SOUTH,ROAD,1,EAST,ROAD,1,WEST,ROAD,1,NORTH,ROAD,0,WEST,SEA,1,1,1,0,0,1,0,1,MEDIUM,0,STORM,0,MORNING,2,RURAL,263.6050404650946,LOW,0.48,250,SOUTH_ROAD,EAST_ROAD,WEST_ROAD,NORTH_ROAD,WEST_SEA,0.3214285714285714,0.2790697674418604,0.2717391304347826,0.2688172043010752,0.4,1.0,2,1,1
WEST,AIR,1,SOUTH,SEA,1,WEST,ROAD,1,SOUTH,AIR,0,WEST,AIR,1,1,1,0,0,1,1,1,MEDIUM,0,CLEAR,0,MORNING,3,RURAL,291.4491125778616,MODERATE,0.2,500,WEST_AIR,SOUTH_SEA,WEST_ROAD,SOUTH_AIR,WEST_AIR,0.3461538461538461,0.3163265306122449,0.2717391304347826,0.2891566265060241,0.3409090909090909,1.2,2,1,2
EAST,ROAD,1,WEST,AIR,0,WEST,SEA,0,NORTH,ROAD,1,NORTH,SEA,1,0,0,0,0,0,1,1,MEDIUM,0,SNOW,0,NIGHT,1,MIXED,185.96561800166165,MODERATE,0.6,250,EAST_ROAD,SOUTH_SEA,WEST_SEA,NORTH_ROAD,NORTH_SEA,0.3026315789473684,0.3,0.35,0.2688172043010752,0.3246753246753247,1.2,2,1,1
WEST,SEA,1,EAST,AIR,0,WEST,AIR,0,EAST,SEA,1,NORTH,SEA,1,0,0,0,0,0,0,0,MEDIUM,0,CLEAR,0,NIGHT,0,MIXED,148.42427565216073,HIGH,0.53,250,WEST_SEA,EAST_AIR,WEST_AIR,EAST_SEA,NORTH_SEA,0.2435897435897435,0.3285714285714285,0.2842105263157894,0.2391304347826087,0.3246753246753247,1.5,2,1,0
WEST,SEA,1,SOUTH,ROAD,1,NORTH,AIR,1,EAST,SEA,1,NORTH,ROAD,1,1,0,1,1,1,0,1,LOW,0,RAIN,0,EVENING,3,URBAN,17.88784720874547,MODERATE,0.39,500,WEST_SEA,SOUTH_ROAD,NORTH_AIR,EAST_SEA,NORTH_ROAD,0.2435897435897435,0.3055555555555556,0.2602739726027397,0.2391304347826087,0.3103448275862069,1.2,2,1,3
EAST,ROAD,1,EAST,SEA,0,NORTH,ROAD,0,SOUTH,AIR,1,EAST,ROAD,1,1,1,1,0,0,0,1,LOW,0,STORM,0,NIGHT,2,URBAN,25.12127869703771,MODERATE,0.69,250,EAST_ROAD,EAST_SEA,NORTH_ROAD,SOUTH_AIR,EAST_ROAD,0.3026315789473684,0.3424657534246575,0.3289473684210526,0.2891566265060241,0.2988505747126437,1.2,2,1,1
WEST,AIR,1,WEST,AIR,1,NORTH,SEA,0,NORTH,SEA,1,NORTH,ROAD,1,1,1,0,0,1,0,1,MEDIUM,0,CLEAR,0,EVENING,2,RURAL,330.4877996937742,MODERATE,0.58,100,WEST_AIR,WEST_AIR,NORTH_SEA,NORTH_SEA,NORTH_ROAD,0.3461538461538461,0.2790697674418604,0.2738095238095238,0.1969696969696969,0.3103448275862069,1.2,2,1,2
SOUTH,SEA,0,EAST,ROAD,0,EAST,SEA,1,SOUTH,AIR,1,NORTH,AIR,0,1,0,1,0,1,0,1,MEDIUM,0,CLEAR,0,MORNING,2,RURAL,301.3742574155462,MODERATE,0.43,250,SOUTH_SEA,EAST_ROAD,EAST_SEA,SOUTH_AIR,NORTH_AIR,0.3164556962025316,0.2790697674418604,0.2602739726027397,0.2891566265060241,0.325,1.2,2,1,1
SOUTH,AIR,1,NORTH,AIR,1,NORTH,SEA,0,WEST,SEA,1,NORTH,ROAD,0,1,1,1,1,0,0,1,LOW,0,RAIN,0,EVENING,3,URBAN,71.70087585060742,MODERATE,0.08,500,SOUTH_AIR,SOUTH_SEA,NORTH_SEA,WEST_SEA,NORTH_ROAD,0.2702702702702703,0.3,0.2738095238095238,0.2352941176470588,0.3103448275862069,1.2,2,1,2
EAST,ROAD,1,WEST,AIR,0,WEST,SEA,0,NORTH,ROAD,1,NORTH,SEA,1,0,0,0,0,0,1,1,MEDIUM,0,SNOW,0,NIGHT,1,RURAL,337.3585460084071,LOW,0.53,100,EAST_ROAD,WEST_AIR,WEST_SEA,NORTH_ROAD,NORTH_SEA,0.3026315789473684,0.2790697674418604,0.35,0.2688172043010752,0.3246753246753247,1.0,2,1,1
EAST,SEA,0,NORTH,SEA,0,SOUTH,SEA,1,NORTH,SEA,1,WEST,SEA,1,1,1,1,0,1,1,1,LOW,0,CLEAR,0,EVENING,4,URBAN,82.5332860105859,MODERATE,0.7,750,WEST_SEA,NORTH_SEA,SOUTH_SEA,NORTH_SEA,WEST_SEA,0.2926829268292683,0.4375,0.2826086956521739,0.1969696969696969,0.4,1.2,2,1,2
SOUTH,SEA,0,EAST,SEA,1,SOUTH,AIR,1,SOUTH,SEA,0,WEST,SEA,0,1,1,1,0,0,1,1,LOW,1,STORM,0,NIGHT,3,URBAN,76.84358690799829,MODERATE,0.16,250,SOUTH_SEA,EAST_SEA,SOUTH_AIR,SOUTH_SEA,WEST_SEA,0.3164556962025316,0.3424657534246575,0.2602739726027397,0.2183908045977011,0.4,1.2,2,1,1
EAST,SEA,1,NORTH,AIR,0,EAST,SEA,1,SOUTH,ROAD,0,WEST,ROAD,1,0,1,0,0,0,0,1,HIGH,0,CLEAR,0,EVENING,1,MIXED,196.0233453766096,LOW,0.68,250,EAST_SEA,NORTH_AIR,EAST_SEA,SOUTH_ROAD,WEST_ROAD,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2244897959183673,0.3555555555555555,1.0,2,1,1
SOUTH,AIR,1,EAST,AIR,0,NORTH,AIR,0,EAST,ROAD,1,EAST,AIR,0,1,1,1,0,1,0,1,MEDIUM,0,RAIN,0,EVENING,3,RURAL,374.6900251551431,MODERATE,0.19,100,SOUTH_AIR,EAST_AIR,NORTH_AIR,EAST_ROAD,EAST_AIR,0.2702702702702703,0.3285714285714285,0.2602739726027397,0.2647058823529412,0.2988505747126437,1.2,2,1,2
SOUTH,AIR,1,SOUTH,SEA,0,SOUTH,AIR,0,NORTH,AIR,0,EAST,SEA,1,1,1,0,1,0,0,1,LOW,0,CLEAR,0,EVENING,2,URBAN,65.1645624245073,HIGH,0.52,1000,SOUTH_AIR,SOUTH_SEA,SOUTH_AIR,NORTH_AIR,EAST_SEA,0.2702702702702703,0.3163265306122449,0.2602739726027397,0.3116883116883117,0.2988505747126437,1.5,2,1,1
EAST,AIR,1,NORTH,AIR,1,SOUTH,AIR,1,SOUTH,AIR,1,NORTH,SEA,0,1,1,1,1,0,0,1,MEDIUM,0,STORM,0,NIGHT,3,RURAL,453.461023642857,LOW,0.43,100,EAST_AIR,NORTH_AIR,SOUTH_AIR,SOUTH_AIR,NORTH_SEA,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2891566265060241,0.3246753246753247,1.0,2,1,3
WEST,SEA,0,NORTH,SEA,1,WEST,ROAD,0,SOUTH,AIR,1,EAST,AIR,1,1,0,1,0,0,1,1,MEDIUM,0,CLEAR,0,EVENING,2,URBAN,27.77234408739436,MODERATE,0.25,750,WEST_SEA,NORTH_SEA,WEST_ROAD,SOUTH_AIR,EAST_AIR,0.2435897435897435,0.4375,0.2717391304347826,0.2891566265060241,0.2988505747126437,1.2,2,1,2
EAST,ROAD,0,WEST,AIR,0,SOUTH,ROAD,1,WEST,AIR,1,EAST,ROAD,1,1,1,0,0,1,1,1,MEDIUM,0,CLEAR,0,MORNING,3,MIXED,185.0034685097017,HIGH,0.46,500,EAST_ROAD,WEST_AIR,SOUTH_ROAD,WEST_AIR,EAST_ROAD,0.3026315789473684,0.2790697674418604,0.2888888888888888,0.3218390804597701,0.2988505747126437,1.5,2,1,2
NORTH,ROAD,1,SOUTH,AIR,1,SOUTH,ROAD,1,EAST,AIR,0,SOUTH,SEA,1,1,0,1,1,1,0,1,MEDIUM,1,CLEAR,0,EVENING,3,URBAN,79.33666760270138,MODERATE,0.36,250,NORTH_ROAD,SOUTH_AIR,SOUTH_ROAD,EAST_AIR,SOUTH_SEA,0.2926829268292683,0.3,0.2888888888888888,0.2528735632183908,0.3452380952380952,1.2,2,1,2
EAST,AIR,1,WEST,ROAD,1,WEST,ROAD,1,WEST,SEA,0,EAST,ROAD,1,1,0,1,1,1,0,1,MEDIUM,0,CLEAR,0,NIGHT,3,URBAN,69.84205520384963,HIGH,0.03,250,EAST_AIR,WEST_ROAD,WEST_ROAD,WEST_SEA,EAST_ROAD,0.2435897435897435,0.2790697674418604,0.2717391304347826,0.2352941176470588,0.2988505747126437,1.5,2,1,2
